,region,genes
5576,chr1-190125001-190125527,"Smyd2 (-202901), Prox1 (+45450)"
5577,chr1-190127297-190127491,"Smyd2 (-205031), Prox1 (+43320)"
5578,chr1-190142635-190142989,"Smyd2 (-220449), Prox1 (+27902)"
5579,chr1-190148849-190149414,"Smyd2 (-226769), Prox1 (+21582)"
5580,chr1-190154226-190154509,"Smyd2 (-232005), Prox1 (+16346)"
5581,chr1-190155884-190156257,"Smyd2 (-233708), Prox1 (+14643)"
5582,chr1-190160438-190160602,"Smyd2 (-238157), Prox1 (+10194)"
5583,chr1-190168783-190169546,"Smyd2 (-246802), Prox1 (+1549)"
5584,chr1-190169964-190171126,Prox1 (+169)
5585,chr1-190174430-190174518,Prox1 (-3760)
5586,chr1-190175073-190175344,Prox1 (-4495)
5587,chr1-190181023-190181193,"Prox1 (-10394), Rps6kc1 (+730662)"
5588,chr1-190181439-190182230,"Prox1 (-11121), Rps6kc1 (+729935)"
5589,chr1-190204374-190204619,"Prox1 (-33783), Rps6kc1 (+707273)"
5590,chr1-190206809-190207443,"Prox1 (-36412), Rps6kc1 (+704644)"
5591,chr1-190214622-190214965,"Prox1 (-44080), Rps6kc1 (+696976)"
5592,chr1-190219869-190220820,"Prox1 (-49631), Rps6kc1 (+691425)"
5593,chr1-190233641-190233765,"Prox1 (-62989), Rps6kc1 (+678067)"
5594,chr1-190239751-190240328,"Prox1 (-69326), Rps6kc1 (+671730)"
5595,chr1-190250545-190251186,"Prox1 (-80152), Rps6kc1 (+660904)"
5596,chr1-190257778-190257878,"Prox1 (-87114), Rps6kc1 (+653942)"
5597,chr1-190263662-190264236,"Prox1 (-93235), Rps6kc1 (+647821)"
5598,chr1-190264588-190265045,"Prox1 (-94103), Rps6kc1 (+646953)"
5599,chr1-190295191-190295649,"Prox1 (-124706), Rps6kc1 (+616350)"
5600,chr1-190316222-190316649,"Prox1 (-145722), Rps6kc1 (+595334)"
5601,chr1-190374294-190374592,"Prox1 (-203729), Rps6kc1 (+537327)"
5602,chr1-190417342-190417706,"Prox1 (-246810), Rps6kc1 (+494246)"
5603,chr1-190419866-190420073,"Prox1 (-249256), Rps6kc1 (+491800)"
5604,chr1-190438488-190439271,"Prox1 (-268166), Rps6kc1 (+472890)"
5605,chr1-190439541-190439701,"Prox1 (-268907), Rps6kc1 (+472149)"
5606,chr1-190453943-190454423,"Prox1 (-283469), Rps6kc1 (+457587)"
5607,chr1-190461077-190461532,"Prox1 (-290591), Rps6kc1 (+450465)"
5608,chr1-190483511-190483641,"Prox1 (-312862), Rps6kc1 (+428194)"
5609,chr1-190486489-190487045,"Prox1 (-316053), Rps6kc1 (+425003)"
5610,chr1-190500679-190501769,"Prox1 (-330510), Rps6kc1 (+410546)"
5611,chr1-190511149-190511501,"Prox1 (-340611), Rps6kc1 (+400445)"
5612,chr1-190513984-190514163,"Prox1 (-343360), Rps6kc1 (+397696)"
5613,chr1-190518088-190518595,"Prox1 (-347628), Rps6kc1 (+393428)"
5614,chr1-190532632-190533669,"Prox1 (-362437), Rps6kc1 (+378619)"
5615,chr1-190541920-190542215,"Prox1 (-371354), Rps6kc1 (+369702)"
5616,chr1-190547408-190547649,"Prox1 (-376815), Rps6kc1 (+364241)"
5617,chr1-190552672-190552936,"Prox1 (-382090), Rps6kc1 (+358966)"
5618,chr1-190562915-190563187,"Prox1 (-392337), Rps6kc1 (+348719)"
5619,chr1-190594880-190595273,"Prox1 (-424363), Rps6kc1 (+316693)"
5620,chr1-190656291-190656671,"Prox1 (-485767), Rps6kc1 (+255289)"
5621,chr1-190661805-190662156,"Prox1 (-491267), Rps6kc1 (+249789)"
5622,chr1-190679653-190680467,"Prox1 (-509346), Rps6kc1 (+231710)"
5623,chr1-190687029-190687464,"Prox1 (-516533), Rps6kc1 (+224523)"
5624,chr1-190695709-190695974,"Prox1 (-525128), Rps6kc1 (+215928)"
5625,chr1-190697609-190697854,"Prox1 (-527018), Rps6kc1 (+214038)"
5626,chr1-190719865-190720112,"Prox1 (-549275), Rps6kc1 (+191781)"
5627,chr1-190722759-190723606,"Prox1 (-552469), Rps6kc1 (+188587)"
5628,chr1-190723987-190724075,"Prox1 (-553317), Rps6kc1 (+187739)"
5629,chr1-190757879-190758135,"Prox1 (-587293), Rps6kc1 (+153763)"
5630,chr1-190760868-190761098,"Prox1 (-590269), Rps6kc1 (+150787)"
5631,chr1-190761893-190762188,"Prox1 (-591327), Rps6kc1 (+149729)"
5632,chr1-190771778-190772454,"Prox1 (-601402), Rps6kc1 (+139654)"
5633,chr1-190777732-190777887,"Prox1 (-607096), Rps6kc1 (+133960)"
5634,chr1-190796895-190797642,"Prox1 (-626555), Rps6kc1 (+114501)"
5635,chr1-190808733-190809347,"Prox1 (-638326), Rps6kc1 (+102730)"
5636,chr1-190831767-190832075,"Prox1 (-661207), Rps6kc1 (+79849)"
5637,chr1-190854617-190854754,"Prox1 (-683972), Rps6kc1 (+57084)"
5638,chr1-190868876-190869055,"Prox1 (-698252), Rps6kc1 (+42804)"
5640,chr1-190881231-190881684,"Prox1 (-710744), Rps6kc1 (+30312)"
5641,chr1-190900527-190900733,"Prox1 (-729916), Rps6kc1 (+11140)"
5675,chr1-191172578-191172935,"Fam71a (-7940), Atf3 (+10583)"
5676,chr1-191178782-191178994,"Fam71a (-14071), Atf3 (+4452)"
5677,chr1-191180011-191180144,"Fam71a (-15261), Atf3 (+3262)"
5678,chr1-191180543-191180714,"Fam71a (-15812), Atf3 (+2711)"
5679,chr1-191182398-191183875,Atf3 (+203)
5680,chr1-191184146-191184289,Atf3 (-878)
5681,chr1-191185748-191185956,Atf3 (-2512)
5682,chr1-191186392-191186733,Atf3 (-3223)
5683,chr1-191193411-191194322,"Atf3 (-10527), Nenf (+124327)"
5684,chr1-191211045-191211598,"Atf3 (-27982), Nenf (+106872)"
5685,chr1-191216233-191217225,"Atf3 (-33389), Nenf (+101465)"
5686,chr1-191224015-191225363,"Atf3 (-41349), Nenf (+93505)"
5687,chr1-191232706-191232879,"Atf3 (-49453), Nenf (+85401)"
5688,chr1-191233227-191233643,"Atf3 (-50095), Nenf (+84759)"
5689,chr1-191234773-191235232,"Atf3 (-51663), Nenf (+83191)"
5690,chr1-191242169-191242436,"Atf3 (-58963), Nenf (+75891)"
5691,chr1-191254496-191254741,"Atf3 (-71279), Nenf (+63575)"
5692,chr1-191256552-191257130,"Atf3 (-73501), Nenf (+61353)"
5693,chr1-191258898-191259566,"Atf3 (-75892), Nenf (+58962)"
5694,chr1-191262059-191262164,"Atf3 (-78772), Nenf (+56082)"
5695,chr1-191266801-191267201,"Atf3 (-83661), Nenf (+51193)"
5696,chr1-191267812-191268335,"Atf3 (-84734), Nenf (+50120)"
5697,chr1-191269313-191269452,"Atf3 (-86043), Nenf (+48811)"
5698,chr1-191269660-191269796,"Atf3 (-86388), Nenf (+48466)"
5699,chr1-191275417-191275969,"Atf3 (-92353), Nenf (+42501)"
5700,chr1-191276890-191277299,"Atf3 (-93755), Nenf (+41099)"
5701,chr1-191277722-191277929,"Atf3 (-94486), Nenf (+40368)"
5702,chr1-191281236-191281757,"Atf3 (-98157), Nenf (+36697)"
5703,chr1-191287042-191287241,"Atf3 (-103802), Nenf (+31052)"
5704,chr1-191288793-191289081,"Atf3 (-105597), Nenf (+29257)"
5705,chr1-191294069-191294214,"Atf3 (-110802), Nenf (+24052)"
5706,chr1-191295390-191295932,"Atf3 (-112321), Nenf (+22533)"
5707,chr1-191299381-191299858,"Atf3 (-116280), Nenf (+18574)"
5708,chr1-191301872-191302008,"Atf3 (-118600), Nenf (+16254)"
5709,chr1-191305641-191305891,"Atf3 (-122426), Nenf (+12428)"
5710,chr1-191312469-191313012,"Atf3 (-129401), Nenf (+5453)"
7101,chr1-43110643-43110965,"AI597479 (+12094), Fhl2 (+53157)"
7102,chr1-43113018-43113301,"AI597479 (+14450), Fhl2 (+50801)"
7103,chr1-43113884-43114172,"AI597479 (+15318), Fhl2 (+49933)"
7104,chr1-43139499-43140032,"Fhl2 (+24195), AI597479 (+41056)"
7105,chr1-43154603-43155359,"Fhl2 (+8980), AI597479 (+56271)"
7106,chr1-43163120-43164298,Fhl2 (+252)
7108,chr1-43171225-43171420,"Nck2 (-274428), Fhl2 (-7362)"
7109,chr1-43186405-43186734,"Nck2 (-259181), Fhl2 (-22609)"
7110,chr1-43196227-43196526,"Nck2 (-249374), Fhl2 (-32416)"
7111,chr1-43203134-43203696,"Nck2 (-242336), Fhl2 (-39454)"
7112,chr1-43225514-43226041,"Nck2 (-219973), Fhl2 (-61817)"
7113,chr1-43237319-43237905,"Nck2 (-208139), Fhl2 (-73651)"
7114,chr1-43264322-43264885,"Nck2 (-181147), Fhl2 (-100643)"
7115,chr1-43269474-43269988,"Nck2 (-176020), Fhl2 (-105770)"
7116,chr1-43299477-43299852,"Nck2 (-146086), Fhl2 (-135704)"
7117,chr1-43300610-43300875,"Nck2 (-145008), Fhl2 (-136782)"
7118,chr1-43302292-43302662,"Nck2 (-143274), Fhl2 (-138516)"
7119,chr1-43310845-43311889,"Fhl2 (-147406), Nck2 (-134384)"
7120,chr1-43321449-43321853,"Fhl2 (-157690), Nck2 (-124100)"
7122,chr1-43329534-43329894,"Fhl2 (-165753), Nck2 (-116037)"
7123,chr1-43337174-43337939,"Fhl2 (-173596), Nck2 (-108194)"
7124,chr1-43338681-43338877,"Fhl2 (-174818), Nck2 (-106972)"
7125,chr1-43360288-43361864,"Fhl2 (-197115), Nck2 (-84675)"
7126,chr1-43367594-43367813,"Fhl2 (-203743), Nck2 (-78047)"
7127,chr1-43396402-43396894,"Fhl2 (-232687), Nck2 (-49103)"
7128,chr1-43405266-43405659,"Fhl2 (-241502), Nck2 (-40288)"
7129,chr1-43413098-43413983,"Fhl2 (-249580), Nck2 (-32210)"
7130,chr1-43416170-43416483,"Fhl2 (-252366), Nck2 (-29424)"
7131,chr1-43422816-43423601,"Fhl2 (-259248), Nck2 (-22542)"
7132,chr1-43426270-43426827,"Fhl2 (-262588), Nck2 (-19202)"
7158,chr1-4371063-4371464,"Rp1 (-10950), Sox17 (+125149)"
7175,chr1-4412353-4412814,"Rp1 (-52270), Sox17 (+83829)"
7177,chr1-4414153-4414440,"Rp1 (-53983), Sox17 (+82116)"
7183,chr1-4417992-4418168,"Rp1 (-57766), Sox17 (+78333)"
7186,chr1-4421058-4421813,"Rp1 (-61122), Sox17 (+74977)"
7187,chr1-4422346-4422439,"Rp1 (-62079), Sox17 (+74020)"
7188,chr1-44229183-44229306,"Gulp1 (-322266), Mettl21e (-10284)"
7189,chr1-4426775-4427689,"Rp1 (-66918), Sox17 (+69181)"
7190,chr1-4429902-4430678,"Rp1 (-69976), Sox17 (+66123)"
7191,chr1-4432378-4433328,"Rp1 (-72539), Sox17 (+63560)"
7192,chr1-4433613-4433802,"Rp1 (-73394), Sox17 (+62705)"
7193,chr1-44395211-44395847,"Mettl21e (-176568), Gulp1 (-155982)"
7194,chr1-44397978-44398391,"Mettl21e (-179224), Gulp1 (-153326)"
7195,chr1-44437974-44438199,"Mettl21e (-219126), Gulp1 (-113424)"
7196,chr1-44468178-44468491,"Mettl21e (-249374), Gulp1 (-83176)"
7197,chr1-44522918-44523062,"Mettl21e (-304029), Gulp1 (-28521)"
7198,chr1-44544430-44544653,"Mettl21e (-325581), Gulp1 (-6969)"
7199,chr1-4454700-4454927,"Rp1 (-94500), Sox17 (+41599)"
7200,chr1-44551430-44552772,Gulp1 (+590)
7201,chr1-44553334-44553517,"Col3a1 (-758112), Gulp1 (+1915)"
7202,chr1-4456452-4457173,"Rp1 (-96499), Sox17 (+39600)"
7203,chr1-44584851-44585502,"Col3a1 (-726361), Gulp1 (+33666)"
7204,chr1-44591862-44592401,"Col3a1 (-719406), Gulp1 (+40621)"
7205,chr1-44628876-44629197,"Col3a1 (-682501), Gulp1 (+77526)"
7206,chr1-44630318-44630630,"Col3a1 (-681064), Gulp1 (+78963)"
7207,chr1-44633723-44634951,"Col3a1 (-677201), Gulp1 (+82826)"
7208,chr1-44682626-44683000,"Col3a1 (-628725), Gulp1 (+131302)"
7209,chr1-4468444-4468785,"Rp1 (-108301), Sox17 (+27798)"
7210,chr1-4470990-4471840,"Rp1 (-111101), Sox17 (+24998)"
7211,chr1-44745825-44745922,"Col3a1 (-565664), Gulp1 (+194363)"
7212,chr1-4476404-4476495,"Rp1 (-116136), Sox17 (+19963)"
7213,chr1-44878854-44879011,"Col3a1 (-432605), Gulp1 (+327422)"
7214,chr1-44892405-44892870,"Col3a1 (-418900), Gulp1 (+341127)"
7215,chr1-4490574-4490763,"Rp1 (-130355), Sox17 (+5744)"
7216,chr1-4491679-4493807,"Rp1 (-132429), Sox17 (+3670)"
7217,chr1-4496215-4497668,Sox17 (-529)
7218,chr1-44987036-44987575,"Col3a1 (-324232), Gulp1 (+435795)"
7219,chr1-45031392-45032150,"Col3a1 (-279767), Gulp1 (+480260)"
7220,chr1-45043249-45043658,"Col3a1 (-268084), Gulp1 (+491943)"
7221,chr1-45098897-45099086,"Col3a1 (-212546), Gulp1 (+547481)"
7222,chr1-45147157-45147444,"Col3a1 (-164237), Gulp1 (+595790)"
7223,chr1-4516661-4517099,"Sox17 (-20467), Mrpl15 (+268859)"
7224,chr1-4518208-4518408,"Sox17 (-21895), Mrpl15 (+267431)"
7225,chr1-45269393-45269677,"Col3a1 (-42003), Gulp1 (+718024)"
7226,chr1-4527410-4527744,"Sox17 (-31164), Mrpl15 (+258162)"
7227,chr1-45311101-45311780,Col3a1 (-97)
7228,chr1-45313861-45314213,"Col3a1 (+2499), Col5a2 (+189245)"
7229,chr1-45316156-45316366,"Col3a1 (+4723), Col5a2 (+187021)"
7230,chr1-4533579-4534365,"Sox17 (-37559), Mrpl15 (+251767)"
7231,chr1-45368554-45368830,"Col3a1 (+57154), Col5a2 (+134590)"
7232,chr1-45428742-45429175,"Col5a2 (+74323), Col3a1 (+117421)"
7233,chr1-45432001-45432201,"Col5a2 (+71181), Col3a1 (+120563)"
7234,chr1-4543961-4544412,"Sox17 (-47774), Mrpl15 (+241552)"
7235,chr1-4544957-4545073,"Sox17 (-48602), Mrpl15 (+240724)"
7236,chr1-4547487-4547684,"Sox17 (-51173), Mrpl15 (+238153)"
7237,chr1-4550051-4550335,"Sox17 (-53780), Mrpl15 (+235546)"
7238,chr1-45501507-45503439,Col5a2 (+809)
7239,chr1-45580143-45580860,"Wdr75 (-214664), Col5a2 (-77220)"
7240,chr1-45608142-45608798,"Wdr75 (-186696), Col5a2 (-105188)"
7241,chr1-45627964-45628191,"Wdr75 (-167088), Col5a2 (-124796)"
7242,chr1-45672721-45673060,"Col5a2 (-169609), Wdr75 (-122275)"
7243,chr1-45677332-45677540,"Col5a2 (-174154), Wdr75 (-117730)"
7244,chr1-4571320-4572367,"Sox17 (-75431), Mrpl15 (+213895)"
7245,chr1-4574155-4574361,"Sox17 (-77845), Mrpl15 (+211481)"
7246,chr1-45765974-45766713,"Col5a2 (-263062), Wdr75 (-28822)"
7258,chr1-45905110-45905652,"Gm5269 (-15303), Slc40a1 (+20201)"
7259,chr1-45913239-45913455,"Gm5269 (-23269), Slc40a1 (+12235)"
7260,chr1-45916183-45916509,"Gm5269 (-26268), Slc40a1 (+9236)"
7261,chr1-45916715-45916848,"Gm5269 (-26704), Slc40a1 (+8800)"
7262,chr1-45917100-45917591,"Gm5269 (-27268), Slc40a1 (+8236)"
7263,chr1-45925173-45926299,Slc40a1 (-154)
7264,chr1-45931259-45931387,"Dnah7b (-135415), Slc40a1 (-5741)"
7265,chr1-45967496-45967677,"Dnah7b (-99151), Slc40a1 (-42005)"
7266,chr1-46002304-46002555,"Slc40a1 (-76848), Dnah7b (-64308)"
7267,chr1-46018510-46018727,"Slc40a1 (-93037), Dnah7b (-48119)"
7268,chr1-4602147-4602906,"Sox17 (-106114), Mrpl15 (+183212)"
7269,chr1-46022249-46023404,"Slc40a1 (-97245), Dnah7b (-43911)"
7272,chr1-4613146-4613898,"Sox17 (-117109), Mrpl15 (+172217)"
7274,chr1-4616665-4616898,"Sox17 (-120369), Mrpl15 (+168957)"
7275,chr1-4617289-4618068,"Sox17 (-121266), Mrpl15 (+168060)"
7276,chr1-4622503-4622721,"Sox17 (-126199), Mrpl15 (+163127)"
7277,chr1-4622940-4623715,"Sox17 (-126915), Mrpl15 (+162411)"
7283,chr1-4641053-4641346,"Sox17 (-144787), Mrpl15 (+144539)"
7286,chr1-4643304-4643417,"Sox17 (-146948), Mrpl15 (+142378)"
7287,chr1-4653616-4654549,"Sox17 (-157670), Mrpl15 (+131656)"
7289,chr1-4669876-4670141,"Sox17 (-173596), Mrpl15 (+115730)"
7290,chr1-4671756-4672143,"Sox17 (-175537), Mrpl15 (+113789)"
7291,chr1-4673605-4673750,"Sox17 (-177265), Mrpl15 (+112061)"
7297,chr1-4688799-4689616,"Sox17 (-192795), Mrpl15 (+96531)"
7306,chr1-4706175-4706544,"Sox17 (-209947), Mrpl15 (+79379)"
7314,chr1-4739247-4739928,"Sox17 (-243175), Mrpl15 (+46151)"
7316,chr1-4746818-4747136,"Sox17 (-250564), Mrpl15 (+38762)"
7318,chr1-4751395-4751573,"Sox17 (-255071), Mrpl15 (+34255)"
7319,chr1-4756068-4756388,"Sox17 (-259815), Mrpl15 (+29511)"
7321,chr1-4760347-4760980,"Sox17 (-264251), Mrpl15 (+25075)"
7322,chr1-4766663-4767079,"Sox17 (-270458), Mrpl15 (+18868)"
7323,chr1-4767425-4767745,"Sox17 (-271172), Mrpl15 (+18154)"
7324,chr1-4768458-4768676,"Sox17 (-272154), Mrpl15 (+17172)"
7325,chr1-4774802-4775924,"Sox17 (-278950), Mrpl15 (+10376)"
7326,chr1-4780230-4780350,"Sox17 (-283877), Mrpl15 (+5449)"
7348,chr1-50935463-50935796,"Cavin2 (-353496), Tmeff2 (+8111)"
7349,chr1-50962226-50963001,"Cavin2 (-326512), Tmeff2 (+35095)"
7351,chr1-51039765-51039922,"Cavin2 (-249282), Tmeff2 (+112325)"
7352,chr1-51052358-51052637,"Cavin2 (-236628), Tmeff2 (+124979)"
7353,chr1-51062417-51062553,"Cavin2 (-226641), Tmeff2 (+134966)"
7354,chr1-51069533-51069838,"Cavin2 (-219440), Tmeff2 (+142167)"
7355,chr1-51084183-51084729,"Cavin2 (-204670), Tmeff2 (+156937)"
7357,chr1-51096819-51097630,"Cavin2 (-191901), Tmeff2 (+169706)"
7358,chr1-51104497-51105325,"Cavin2 (-184215), Tmeff2 (+177392)"
7359,chr1-51106600-51106920,"Cavin2 (-182366), Tmeff2 (+179241)"
7360,chr1-51119801-51119925,"Cavin2 (-169263), Tmeff2 (+192344)"
7361,chr1-51135992-51137135,"Cavin2 (-152562), Tmeff2 (+209045)"
7362,chr1-51137459-51137673,"Cavin2 (-151560), Tmeff2 (+210047)"
7363,chr1-51145695-51146342,"Cavin2 (-143107), Tmeff2 (+218500)"
7364,chr1-51148267-51149008,"Cavin2 (-140488), Tmeff2 (+221119)"
7365,chr1-51152116-51152288,"Cavin2 (-136924), Tmeff2 (+224683)"
7366,chr1-51187488-51187636,"Cavin2 (-101564), Tmeff2 (+260043)"
7367,chr1-51188262-51188751,"Cavin2 (-100619), Tmeff2 (+260988)"
7368,chr1-51225210-51225461,"Cavin2 (-63790), Tmeff2 (+297817)"
7369,chr1-51225766-51226304,"Cavin2 (-63091), Tmeff2 (+298516)"
7370,chr1-51245063-51245931,"Cavin2 (-43629), Tmeff2 (+317978)"
7371,chr1-51264909-51266347,"Cavin2 (-23498), Tmeff2 (+338109)"
7372,chr1-51267352-51267556,"Cavin2 (-21672), Tmeff2 (+339935)"
7373,chr1-51274050-51274225,"Cavin2 (-14988), Tmeff2 (+346619)"
7374,chr1-51276407-51276507,"Cavin2 (-12669), Tmeff2 (+348938)"
7375,chr1-51278223-51278492,"Cavin2 (-10768), Tmeff2 (+350839)"
7376,chr1-51288718-51289527,Cavin2 (-3)
7377,chr1-51300194-51300801,"Cavin2 (+11372), Nabp1 (+177901)"
7378,chr1-51313144-51313349,"Cavin2 (+24121), Nabp1 (+165152)"
7379,chr1-51315514-51315854,"Cavin2 (+26558), Nabp1 (+162715)"
7380,chr1-51333169-51334578,"Cavin2 (+44748), Nabp1 (+144525)"
7382,chr1-51429734-51430155,"Nabp1 (+48454), Cavin2 (+140819)"
7383,chr1-51446183-51446347,"Nabp1 (+32134), Cavin2 (+157139)"
7384,chr1-51448680-51449084,"Nabp1 (+29517), Cavin2 (+159756)"
7385,chr1-51450672-51450955,"Nabp1 (+27585), Cavin2 (+161688)"
7386,chr1-51457245-51457735,"Nabp1 (+20909), Cavin2 (+168364)"
7387,chr1-51459133-51459288,"Nabp1 (+19188), Cavin2 (+170085)"
7388,chr1-51462942-51463162,"Nabp1 (+15347), Cavin2 (+173926)"
7389,chr1-51466528-51466808,"Nabp1 (+11731), Cavin2 (+177542)"
7390,chr1-51473430-51473633,"Nabp1 (+4867), Cavin2 (+184406)"
7935,chr1-59687605-59687731,"Bmpr2 (-75732), Nop58 (+2659)"
7936,chr1-59690629-59690719,"Bmpr2 (-72726), Nop58 (+5665)"
7937,chr1-59719048-59720304,"Bmpr2 (-43724), Nop58 (+34667)"
7938,chr1-59739042-59739644,"Bmpr2 (-24057), Nop58 (+54334)"
7939,chr1-59748953-59749502,"Bmpr2 (-14172), Nop58 (+64219)"
7940,chr1-59762419-59764229,Bmpr2 (-76)
7941,chr1-59764501-59764966,"Fam117b (-148272), Bmpr2 (+1334)"
7942,chr1-59765317-59765544,"Fam117b (-147575), Bmpr2 (+2031)"
7943,chr1-59774228-59774688,"Fam117b (-138548), Bmpr2 (+11058)"
7944,chr1-59795464-59795614,"Fam117b (-117467), Bmpr2 (+32139)"
7945,chr1-59797121-59798349,"Fam117b (-115271), Bmpr2 (+34335)"
7946,chr1-59804193-59804831,"Fam117b (-108494), Bmpr2 (+41112)"
7947,chr1-59812906-59813190,"Fam117b (-99958), Bmpr2 (+49648)"
7948,chr1-59817753-59818007,"Fam117b (-95126), Bmpr2 (+54480)"
7949,chr1-59830068-59830458,"Fam117b (-82743), Bmpr2 (+66863)"
7950,chr1-59833614-59834232,"Fam117b (-79083), Bmpr2 (+70523)"
7951,chr1-59836803-59836936,"Fam117b (-76136), Bmpr2 (+73470)"
7952,chr1-59848216-59848592,"Fam117b (-64602), Bmpr2 (+85004)"
7953,chr1-59862729-59862940,"Fam117b (-50171), Bmpr2 (+99435)"
7954,chr1-59881617-59881750,"Fam117b (-31322), Bmpr2 (+118284)"
7955,chr1-59883861-59884141,"Fam117b (-29005), Bmpr2 (+120601)"
7956,chr1-59886963-59887137,"Fam117b (-25956), Bmpr2 (+123650)"
7957,chr1-59888131-59888341,"Fam117b (-24770), Bmpr2 (+124836)"
7958,chr1-59892896-59893033,"Fam117b (-20041), Bmpr2 (+129565)"
7959,chr1-59902554-59903234,"Fam117b (-10112), Bmpr2 (+139494)"
7960,chr1-59907735-59907964,"Fam117b (-5156), Bmpr2 (+144450)"
8511,chr1-69139010-69139273,"Erbb4 (-31083), Ikzf2 (+546679)"
8512,chr1-69241665-69242159,"Erbb4 (-133853), Ikzf2 (+443909)"
8513,chr1-69331532-69331628,"Erbb4 (-223521), Ikzf2 (+354241)"
8514,chr1-69440420-69441166,"Erbb4 (-332734), Ikzf2 (+245028)"
8515,chr1-69488703-69489094,"Erbb4 (-380840), Ikzf2 (+196922)"
8516,chr1-69493441-69493973,"Erbb4 (-385648), Ikzf2 (+192114)"
8517,chr1-69496128-69496424,"Erbb4 (-388217), Ikzf2 (+189545)"
8518,chr1-69507610-69507809,"Erbb4 (-399651), Ikzf2 (+178111)"
8519,chr1-69513200-69514316,"Erbb4 (-405699), Ikzf2 (+172063)"
8520,chr1-69528780-69529317,"Erbb4 (-420990), Ikzf2 (+156772)"
8521,chr1-69529806-69530055,"Erbb4 (-421872), Ikzf2 (+155890)"
8522,chr1-69559270-69559443,"Erbb4 (-451298), Ikzf2 (+126464)"
8523,chr1-69638018-69638518,"Erbb4 (-530209), Ikzf2 (+47553)"
8524,chr1-69656175-69656373,"Erbb4 (-548215), Ikzf2 (+29547)"
8525,chr1-69657098-69657316,"Erbb4 (-549148), Ikzf2 (+28614)"
8526,chr1-69659875-69660115,"Erbb4 (-551936), Ikzf2 (+25826)"
8527,chr1-69686563-69688015,Ikzf2 (-1468)
8528,chr1-69688939-69689287,Ikzf2 (-3292)
8529,chr1-69728069-69728233,"Spag16 (-98837), Ikzf2 (-42330)"
8530,chr1-69728955-69730040,"Spag16 (-97490), Ikzf2 (-43677)"
8531,chr1-69746579-69746895,"Spag16 (-80251), Ikzf2 (-60916)"
8533,chr1-69775626-69775850,"Ikzf2 (-89917), Spag16 (-51250)"
8534,chr1-69785256-69785385,"Ikzf2 (-99500), Spag16 (-41667)"
8535,chr1-69790384-69790771,"Ikzf2 (-104757), Spag16 (-36410)"
8574,chr1-71566092-71566305,"Atic (+9049), Fn1 (+86976)"
8575,chr1-71641112-71641349,"Fn1 (+11944), Atic (+84081)"
8576,chr1-71650923-71651052,"Fn1 (+2187), Atic (+93838)"
8577,chr1-71652578-71654142,Fn1 (-185)
8578,chr1-71658735-71659000,"Fn1 (-5693), Mreg (+553439)"
8579,chr1-71673373-71673914,"Fn1 (-20469), Mreg (+538663)"
8580,chr1-71681389-71681608,"Fn1 (-28324), Mreg (+530808)"
8581,chr1-71683549-71684093,"Fn1 (-30646), Mreg (+528486)"
8582,chr1-71691495-71692112,"Fn1 (-38629), Mreg (+520503)"
8583,chr1-71709784-71710073,"Fn1 (-56754), Mreg (+502378)"
8584,chr1-71716616-71716755,"Fn1 (-63511), Mreg (+495621)"
8585,chr1-71719938-71720228,"Fn1 (-66908), Mreg (+492224)"
8586,chr1-71723276-71723604,"Fn1 (-70265), Mreg (+488867)"
8587,chr1-71723856-71724611,"Fn1 (-71059), Mreg (+488073)"
8588,chr1-71729957-71731259,"Fn1 (-77433), Mreg (+481699)"
8589,chr1-71735736-71735979,"Fn1 (-82683), Mreg (+476449)"
8590,chr1-71736239-71736669,"Fn1 (-83279), Mreg (+475853)"
8591,chr1-71756753-71757064,"Fn1 (-103734), Mreg (+455398)"
8592,chr1-71757419-71757532,"Fn1 (-104301), Mreg (+454831)"
8593,chr1-71760290-71760758,"Fn1 (-107349), Mreg (+451783)"
8594,chr1-71798676-71798978,"Fn1 (-145652), Mreg (+413480)"
8595,chr1-71799516-71799929,"Fn1 (-146548), Mreg (+412584)"
8596,chr1-71800149-71800504,"Fn1 (-147152), Mreg (+411980)"
8597,chr1-71814177-71814478,"Fn1 (-161153), Mreg (+397979)"
8598,chr1-71829686-71829920,"Fn1 (-176628), Mreg (+382504)"
8599,chr1-71830142-71830679,"Fn1 (-177236), Mreg (+381896)"
8600,chr1-71844781-71845114,"Fn1 (-191773), Mreg (+367359)"
8601,chr1-71849790-71849980,"Fn1 (-196710), Mreg (+362422)"
8602,chr1-71851373-71851504,"Fn1 (-198264), Mreg (+360868)"
8603,chr1-71865357-71866135,"Fn1 (-212571), Mreg (+346561)"
8604,chr1-71872981-71873459,"Fn1 (-220045), Mreg (+339087)"
8605,chr1-71886242-71886629,"Fn1 (-233261), Mreg (+325871)"
8606,chr1-71890450-71890583,"Fn1 (-237342), Mreg (+321790)"
8607,chr1-71893425-71894245,"Fn1 (-240660), Mreg (+318472)"
8608,chr1-71896243-71896356,"Fn1 (-243125), Mreg (+316007)"
8609,chr1-71899323-71899522,"Fn1 (-246248), Mreg (+312884)"
8610,chr1-71901604-71901754,"Fn1 (-248504), Mreg (+310628)"
8611,chr1-71915518-71915798,"Fn1 (-262483), Mreg (+296649)"
8612,chr1-71917020-71917423,"Fn1 (-264047), Mreg (+295085)"
